ID,Tên công việc,Mô tả,ID lĩnh vực,Loại công việc,Loại lương,Yêu cầu
4081,Mình cần 1 bạn làm phần mềm tool xoay proxy cho window,"<p>- C&oacute; giao diện sẵn l&agrave;m theo y&ecirc;u cầu</p>

<p>- Import apikey v&agrave;o v&agrave; xoay ip, thiết lập tự động xoay, x&oacute;a, chỉnh sửa</p>

<p>- Quan trọng phải tại được con proxy local tr&ecirc;n m&aacute;y t&iacute;nh để khi xoay ip mới n&oacute; sẽ kh&ocirc;ng bị thay đổi</p>
",1030,1,2,"<p>Tốt nghiệp đại học</p>
"
4082,Node.js Developer,"<p>Ch&uacute;ng t&ocirc;i đang t&igrave;m kiếm một Node.js Developer trẻ, năng động để gia nhập đội ngũ ph&aacute;t triển của m&igrave;nh. Đ&acirc;y l&agrave; cơ hội l&yacute; tưởng cho c&aacute;c bạn sinh vi&ecirc;n mới ra trường, y&ecirc;u th&iacute;ch lập tr&igrave;nh v&agrave; sẵn s&agrave;ng đối mặt với những thử th&aacute;ch mới!</p>

<p>M&ocirc; tả c&ocirc;ng việc:</p>

<p>&bull; Tham gia ph&aacute;t triển c&aacute;c ứng dụng web bằng Node.js.</p>

<p>&bull; T&igrave;m hiểu, &aacute;p dụng c&aacute;c c&ocirc;ng nghệ mới v&agrave; cải tiến li&ecirc;n tục trong c&ocirc;ng việc.</p>

<p>&bull; Hợp t&aacute;c với c&aacute;c th&agrave;nh vi&ecirc;n kh&aacute;c để ho&agrave;n th&agrave;nh dự &aacute;n đ&uacute;ng tiến độ.</p>
",1030,2,1,"<p>&bull; C&oacute; kiến thức cơ bản về Node.js, JavaScript v&agrave; ph&aacute;t triển web.</p>

<p>&bull; Tinh thần học hỏi, kh&ocirc;ng ngại thử th&aacute;ch v&agrave; sẵn s&agrave;ng tiếp thu c&ocirc;ng nghệ mới.</p>
"
4083,Cần làm Tool Crawl emails từ các nền tảng mạng xã hội,"<p>Crawl emails:</p>

<p>- Số lượng: 1 triệu email/ th&aacute;ng trở l&ecirc;n</p>

<p>- Nền tảng: đa dạng</p>

<p>- Quốc gia: US</p>

<p>- Keywords: Nike, Adidas, Under Armour, Spanx, Athleta,...</p>

<p>- C&oacute; lọc email</p>
",1030,1,2,"<p>Tốt nghiệp c&ocirc;ng nghệ th&ocirc;ng tin</p>
"
4084,App mobile đọc dữ liệu chip CCCD,"<p>App mobile đọc dữ liệu chip CCCD. Sau khi đọc được dữ liệu CCCD th&igrave; call API để gửi th&ocirc;ng tin về server chỉ định.</p>

<p>App sử dụng được cả tr&ecirc;n iOS v&agrave; android</p>
",1030,1,2,"<p>Từng l&agrave;m lĩnh vực li&ecirc;n quan</p>
"
4085,Ứng dụng di động hỗ trợ xác thực sinh trắc học,"<p>M&igrave;nh cần tạo một ứng dụng android với c&aacute;c t&iacute;nh năng sau</p>

<p>1. Cho ph&eacute;p đ&oacute;ng g&oacute;i dữ liệu sinh trắc khu&ocirc;n mặt v&agrave; lưu tr&ecirc;n app</p>

<p>2. Khi ứng dụng bất kỳ y&ecirc;u cầu thực hiện x&aacute;c thực sinh trắc khu&ocirc;n mặt th&igrave; thực hiện cung cấp g&oacute;i dữ liệu đ&atilde; đ&oacute;ng g&oacute;i ở mục 1 để pass x&aacute;c thực sinh trắc.</p>
",1030,2,1,"<p>Kh&ocirc;ng y&ecirc;u cầu kinh nghiệm</p>
"
4086,Tìm freelancer biết React Native làm việc theo giờ,"<p>B&ecirc;n mình c&acirc;̀n tuy&ecirc;̉n freelancer làm vi&ecirc;̣c theo giờ. Bi&ecirc;́t React Native, b&ecirc;n mìnhgiao task bạn báo s&ocirc;́ giờ n&ecirc;́u OK thì làm lu&ocirc;n</p>
",1030,2,1,"<p>Kh&ocirc;ng y&ecirc;u cầu kinh nghiệm</p>
"
4087,Xuất bản ứng dụng lên Google Play để tài khoản không bị đóng ,"<p>T&agrave;i khoản Google Play b&ecirc;n m&igrave;nh đang bị cảnh b&aacute;o do l&acirc;u kh&ocirc;ng update phần mềm. Nhờ bạn upload gi&uacute;p 1 app bất kỳ n&agrave;o đ&oacute; l&ecirc;n Google Play bằng t&agrave;i khoản m&igrave;nh để t&agrave;i khoản duy tr&igrave; hoạt động.</p>
",1030,1,2,"<p>Kh&ocirc;ng y&ecirc;u cầu kinh nghiệm</p>
"
4088,Làm app ios và android bằng react native hoặc flutter,"<p>Cần l&agrave;m app ios v&agrave; android sử dụng React Native hoặc Flutter.</p>
",1030,2,2,"<p>Biết&nbsp;React Native hoặc&nbsp;Flutter</p>
"
4089,Làm app ios và android bằng react native hoặc flutter,"<p>Cần l&agrave;m app ios v&agrave; android sử dụng React Native hoặc Flutter.</p>
",1030,2,2,"<p>Biết&nbsp;React Native hoặc&nbsp;Flutter</p>
"
4090,Làm App tương tác chạy bộ tính điểm tích hợp tiền crypto blockchain ,"<p>L&agrave;m App tương t&aacute;c chạy bộ kiếm điểm t&iacute;ch hợp tiền crypto blockchain</p>
",1030,1,2,"<p>Blockchain</p>
"
4091,Làm app tương tác chạy bộ,"<p>kinh nghiệm về app mobil, tải app qua link xuất hiện trong điện thoại trước khi đăng k&yacute; tr&ecirc;n app store hoặc CH play</p>
",1030,1,2,"<p>Từng l&agrave;m qua app v&agrave; đẩy l&ecirc;n CHPlay</p>
"
4092,Lập trình giao diện mobile cho trang Web + Responsive,"<p>1. M&igrave;nh đang c&oacute; một trang web về kh&aacute;ch sạn: (museinvietnam.com)</p>

<p>- Hiện tại trang web đ&atilde; ho&agrave;n thiện xong, v&agrave; b&ecirc;n m&igrave;nh đang muốn code responsive cho tất cả c&aacute;c loại device, quan trọng nhất l&agrave; mobile.</p>

<p>- Design Figma cho mobile sẽ được chuẩn bị sẵn, chỉ việc v&agrave;o code v&agrave; đảm bảo responsive cho mọi loại m&agrave;n h&igrave;nh.</p>

<p>- C&aacute;c c&ocirc;ng nghệ cần biết: Nextjs, Reactjs, Tailwind css, ant design</p>
",1030,2,1,"<p>2. Cần t&igrave;m người c&oacute; kỹ năng ph&ugrave; hợp, đi được đường d&agrave;i với team, c&oacute; th&ecirc;m kỹ năng Design Figma l&agrave; điểm cộng.</p>
"
4093,Hỗ trợ chỉnh sửa website ,"<p>M&igrave;nh đ&atilde; c&oacute; c&ocirc;ng cụ clone web. Muốn t&igrave;m bạn hỗ trợ chỉnh sửa một ch&uacute;t để th&agrave;nh web ho&agrave;n chỉnh</p>
",1030,1,2,"<p>C&oacute; kinh nghiệm l&agrave;m web</p>
"
4094,Bảo trì trang web fansi.com.vn,"<p>Bảo tr&igrave; trang web fansi.com.vn , thay đổi nguồn dữ liệu đầu v&agrave;o như hosting...., chỉnh sửa một số th&ocirc;ng tin đăng l&ecirc;n theo y&ecirc;u cầu.</p>
",1030,1,2,"<p>C&oacute; kinh nghiệm l&agrave;m web</p>
"
4095,Thiết kế giao diện cho ebook,"<p>T&ocirc;i cần đặt h&agrave;ng một template HTML giao diện cho ebook c&oacute; thể tương th&iacute;ch với c&aacute;c thiết bị di động. Y&ecirc;u cầu l&agrave; kh&ocirc;ng bị vỡ bảng khi hiển thị ở c&aacute;c m&agrave;n h&igrave;nh c&oacute; k&iacute;ch thước kh&aacute;c nhau</p>
",1030,1,2,"<p>Kh&ocirc;ng y&ecirc;u cầu kinh nghiệm</p>
"
4096,Chức năng vẽ hình 2D và 3D trên web,"<p>Cần t&igrave;m developer code php v&agrave; javascript l&agrave;m chức năng vẽ h&igrave;nh 2D v&agrave; 3D tr&ecirc;n web tương tự như video demo</p>
",1030,1,2,"<p>Biết về 2D 3D</p>
"
4097,Thiết kế trang web dữ liệu chứng khoán,"<p>Thiết kế trang web dữ liệu về chứng kho&aacute;n như Fstock.vn ; Gstock.vn ; Simplize.vn ; finchat.io/dashboard ; ...</p>
",1030,2,1,"<p>Từng l&agrave;m lĩnh vực li&ecirc;n quan</p>
"
4098,Làm các website với ngôn ngữ nextjs,"<p>L&agrave;m c&aacute;c website với ng&ocirc;n ngữ nextjs l&agrave;m l&acirc;u d&agrave;i l&agrave;m online</p>
",1030,2,1,"<p>kh&ocirc;ng y&ecirc;u cầu</p>
"
4099,Thêm menu trong web wordpress ,"<p>th&ecirc;m trang menu , trang con trong web wordpress. web đ&atilde; c&oacute; sẵn rồi. m&igrave;nh chỉ cần th&ecirc;m v&agrave;i thứ . kh&ocirc;ng cần nhiều</p>
",1030,2,1,"<p>kh&ocirc;ng y&ecirc;u cầu</p>
"
4100,Xây dựng website cho Lab nghiên cứu ,"<p>Xin ch&agrave;o c&aacute;c bạn, website m&igrave;nh đ&atilde; c&oacute; tiền miền, hosting wordpress. Theme đ&atilde; c&oacute; sẵn, m&igrave;nh muốn chuyển theme đ&oacute; th&agrave;nh website với c&aacute;c th&ocirc;ng tin của b&ecirc;n m&igrave;nh.</p>
",1030,1,2,"<p>senior dev</p>
"
4101,Cần tối ưu về mặt kỹ thuật cho website về vận tải liên tỉnh,"<p>Hiện t&ocirc;i đang c&oacute; website, code thủ c&ocirc;ng kh&ocirc;ng sử dụng wordpress, đang cần thu&ecirc; dịch vụ tư vấn tối ưu về mặt cấu tr&uacute;c cũng như c&aacute;c chỉ số li&ecirc;n quan.</p>
",1030,2,1,"<p>biết về SEO</p>
"
4102,Tư vấn & triển khai SEO cho website mới về tuyển dụng,"<p>M&igrave;nh cần tuyển người lập kế hoạch tư vấn để build traffic cho một website về tuyển dụng mới ho&agrave;n to&agrave;n. Hiện team m&igrave;nh kh&ocirc;ng c&oacute; ai chuy&ecirc;n m&ocirc;n về mảng n&agrave;y. Plan kế hoạch cho 3 - 6 th&aacute;ng. Nếu được sẽ thương lượng tiếp để hợp t&aacute;c viết b&agrave;i v&agrave; l&agrave;m việc l&acirc;u d&agrave;i</p>
",1030,2,1,"<p>biết về SEO</p>
"
4103,Tuyển cộng tác viên SEO website Đông trùng hạ thảo Tây Tạng,"<p>Đ&ocirc;ng tr&ugrave;ng hạ thảo Thi&ecirc;n Sơn l&agrave; một trong những đơn vị h&agrave;ng đầu chuy&ecirc;n cung cấp c&aacute;c sản phẩm Đ&ocirc;ng tr&ugrave;ng hạ thảo T&acirc;y Tạng tại Việt Nam. Với mong muốn mang sản phẩm chất lượng đến với nhiều người hơn, Thi&ecirc;n Sơn Store đang tuyển cộng t&aacute;c vi&ecirc;n SEO website Đ&ocirc;ng tr&ugrave;ng hạ thảo T&acirc;y Tạng tr&ecirc;n to&agrave;n quốc.</p>

<p>M&ocirc; tả c&ocirc;ng việc</p>

<p>Thực hiện c&aacute;c c&ocirc;ng việc SEO website Đ&ocirc;ng tr&ugrave;ng hạ thảo T&acirc;y Tạng theo hướng dẫn của c&ocirc;ng ty</p>

<p>Nghi&ecirc;n cứu từ kh&oacute;a, ph&acirc;n t&iacute;ch đối thủ cạnh tranh, lập kế hoạch SEO</p>

<p>Tối ưu h&oacute;a nội dung, backlink, cấu tr&uacute;c website</p>

<p>Theo d&otilde;i v&agrave; b&aacute;o c&aacute;o kết quả SEO</p>

<p>L&agrave;m việc với c&aacute;c hiện đang ở khu vực HCM (ưu ti&ecirc;n th&agrave;nh phố thủ đức) để c&oacute; thể l&acirc;u l&acirc;u tiện trao đổi c&ocirc;ng việc.</p>
",1030,2,1,"<p>biết về SEO</p>
"
4104,Chuyển đổi file quản lý dữ liệu bán hàng/ kho bãi bằng formula trên GG Spreadsheet thành GG AppScript ,"<p>T&ocirc;i đ&atilde; tự thiết kế file quản l&yacute; tổng hợp kinh doanh/ quản l&yacute; kho h&agrave;ng bằng c&aacute;ch link/ truy suất dữ liệu từ nhiều file/ sheet kh&aacute;c nhau tr&ecirc;n GG Sheet (c&oacute; sẵn file demo, đang vận h&agrave;nh chạy bằng c&ocirc;ng thức v&agrave; truy suất dữ liệu)</p>

<p>Cần người chuyển đổi từ dạng c&ocirc;ng thức sang coding/ mở rộng file API th&ocirc;ng qua GG AppScript nhằm tăng tốc độ xử l&yacute;/ truy xuất v&agrave; ph&acirc;n quyền ngừoi d&ugrave;ng.</p>
",1030,1,2,"<p>hiểu biết về google sheet</p>
"
4105,Cần phần mềm đăng ký telegram xuất file tdata và session trên phone samsung s7,"<p>cần dev đ&atilde; l&agrave;m qua telegram tr&ecirc;n phone v&agrave; hiểu r&otilde; c&aacute;ch xuất file ạc tdata v&agrave; session</p>
",1030,1,1,"<p>dev kinh nghiệm 2 năm</p>
"
4106,"Cần liên kết, đồng bộ dữ liệu giữa phần mềm bán hàng và phần mềm quản lý khách hàng.","<p>M&igrave;nh cần li&ecirc;n kết, đồng bộ dữ liệu giữa phần mềm quản l&yacute; b&aacute;n h&agrave;ng v&agrave; phần mềm quản l&yacute; kh&aacute;ch h&agrave;ng.</p>
",1030,1,2,"<p>Đ&atilde; c&oacute; kinh nghiệm</p>
"
4107,Viết Code VBA - File Excel Productivity Tracker và Báo cáo Project Issue Tracker,"<p>M&igrave;nh đ&atilde; c&oacute; sẵn &yacute; tưởng, nguồn tham khảo, m&igrave;nh cần viết lại, chi ph&iacute; thương lượng.</p>
",1030,1,2,"<p>M&igrave;nh cần một bạn am hiểu v&agrave; viết code VBA cho 2 file</p>

<p>1. File quản l&yacute; c&ocirc;ng việc nh&acirc;n sự</p>

<p>2. File quản l&yacute; b&aacute;o c&aacute;o vấn đề ph&aacute;t sinh h&agrave;ng ng&agrave;y</p>
"
4108,Crawl Data từ 2 Webs cố định,"<p>M&igrave;nh cần Crawl hết data từ 2 sites c&oacute; sẵn.</p>

<p>Bạn c&oacute; thể d&ugrave;ng bất k&igrave; ng&ocirc;n ngữ n&agrave;o bạn dev quen.</p>

<p>M&igrave;nh cần xử l&iacute; gấp.</p>

<p>Bạn n&agrave;o xử l&iacute; gấp được th&igrave; ch&agrave;o gi&aacute; m&igrave;nh lu&ocirc;n nh&eacute;.</p>

<p>Inbox để m&igrave;nh gửi 2 sites chi tiết.</p>
",1030,2,1,"<p>kh&ocirc;ng y&ecirc;u cầu kinh nghiệm</p>
"
4109,Cần tìm đối tác làm Loyalty App cho lĩnh vực F&B,"<p>B&ecirc;n m&igrave;nh cần t&igrave;m đối t&aacute;c build một Loyalty App (Android + IOS) cho kh&aacute;ch h&agrave;ng k&egrave;m 1 website (responsive) cho quản trị.</p>

<p>Lĩnh vực: F&amp;B.</p>

<p>C&aacute;c app tham khảo: Buzza Pizza, Qu&agrave; tặng VIP, One Life.</p>
",1030,2,1,"<p>biết tiếng anh</p>
"
4110,Sửa lỗi web bán hàng,"<p>sửa l&ocirc;̃i web bán hàng , b&ocirc;̉ sung th&ecirc;m tính năng cho web theo y&ecirc;u c&acirc;̀u</p>
",1030,1,2,"<p>kh&ocirc;ng y&ecirc;u cầu kinh nghiệm</p>
"
4111,Lập chiến lược Inbound Marketing - B2B xuất khẩu,"<p>Ch&agrave;o cả nh&agrave;,</p>

<p>M&igrave;nh l&agrave; cty nhỏ đang ph&aacute;t triển, hiện l&agrave;m 3 mảng (theo thứ tự ưu ti&ecirc;n xuất khẩu &gt; cho thu&ecirc; vp &gt; b&aacute;n lẻ; profile đ&iacute;nh k&egrave;m) M đang t&igrave;m người hỗ trợ x&acirc;y dựng ph&ograve;ng mkt inhouse</p>

<p>- L&ecirc;n chiến lược marketing cho mảng xuất khẩu: c&ocirc;ng việc, ng&acirc;n s&aacute;ch, thời điểm, chỉ ti&ecirc;u đo lường, nh&acirc;n sự - lập chỉ ti&ecirc;u đ&aacute;nh gi&aacute; hiệu quả cv, b&aacute;o c&aacute;o, gi&aacute;m s&aacute;t triển khai định kỳ.</p>

<p>- Định hướng l&agrave;m inbound l&agrave; ch&iacute;nh, outbound hỗ trợ. Cần tư vấn sd c&ocirc;ng cụ automation.</p>

<p>- Ưu ti&ecirc;n c&aacute;c anh/chị đ&atilde; l&agrave;m qua ng&agrave;nh b2b xuất khẩu; cho m biết hiệu quả c&aacute;c dự &aacute;n đ&atilde; l&agrave;m nh&eacute;.</p>

<p>Nếu ph&ugrave; hợp sẽ hợp t&aacute;c l&acirc;u d&agrave;i để định kỳ đ&aacute;nh gi&aacute; việc thực thi kế hoạch, training nh&acirc;n sự, l&agrave",3,1,2,"<p>2 năm trong lĩnh vực li&ecirc;n quan</p>
"
4112,Tuyển Leader Marketing ,"<p>Quản l&yacute; MKT team chạy c&aacute;c chiến dịch cho c&aacute;c nền tảng FB, Tiktok, Zalo OA &amp; c&aacute;c s&agrave;n</p>
",3,2,1,"<p>3 năm trong lĩnh vực li&ecirc;n quan</p>
"
4113,CONTENT MARKETING,"<p>M&igrave;nh cần 1 bạn l&agrave;m Content Marketing ( Part - time) chuy&ecirc;n về branding &amp; awareness ( Cho c&ocirc;ng ty c&ocirc;ng nghệ về luật ph&aacute;p)</p>

<p>+ l&agrave;m content fanpage, facebook group</p>

<p>+ nội dung ads ( facebook, youtube, linkedin..)</p>

<p>+ email marketing</p>
",3,1,2,"<p>kh&ocirc;ng y&ecirc;u cầu kinh ngihệm</p>
"
4114,Giúp tư vấn và phối hợp lập kế hoạch triển khai marketing,"<p>Em xin ch&agrave;o anh/chị</p>

<p>Em nay 17t v&agrave; c&oacute; mong ước được mở ri&ecirc;ng cho m&igrave;nh 1 qu&aacute;n tr&agrave; sữa nhỏ nhỏ</p>

<p>Hiện nay em cũng đ&atilde; c&oacute; được 1 cửa h&agrave;ng b&aacute;n mang đi nhưng vẫn chưa c&oacute; ch&uacute;t kinh nghiệm n&agrave;o để vận h&agrave;nh v&agrave; quản l&yacute; cũng như vấn đề về marketing . Nay em l&ecirc;n đ&acirc;y để t&igrave;m 1 người thầy c&oacute; k&iacute;nh nghiệm dạy em về maketing v&agrave; cũng l&agrave; một người bạn trợ gi&uacute;p em thực hiện ho&aacute; mơ ước đ&oacute;..</p>

<p>Rất mong được gi&uacute;p đỡ...</p>
",3,2,1,"<p>3 năm kinh nghiệm</p>
"
4115,Cần Tuyển Digital Marketing lĩnh vực Giáo dục,"<p>&bull; Biết l&agrave;m landing page</p>

<p>&bull; Sử dụng th&agrave;nh thạo c&aacute;c c&ocirc;ng cụ marketing</p>

<p>&bull; Biết thiết kế design / video / content marketing</p>

<p>&bull; Biết sử dụng Chat GP v&agrave; AI để tạo ra video</p>

<p>&bull; Biết x&acirc;y dựng kịch bản, &yacute; tưởng marketing</p>

<p>&bull; Am hiểu marketing c&aacute;c k&ecirc;nh : Facebook, Tiktok, Youtube</p>

<p>&bull; Tư duy s&aacute;ng tạo v&agrave; khả năng viết nội dung quảng c&aacute;o, bắt trend,video tốt</p>

<p>Quyền lợi :</p>

<p>&bull; Lương từ : 5.000.000vnđ - 10.000.000vnđ/th&aacute;ng</p>

<p>&bull; L&agrave;m việc online</p>

<p>&bull; Đặc biệt: C&oacute; cơ hội Được hưởng lợi nhuận từ dự &aacute;n</p>
",3,2,1,"<p>kh&ocirc;ng y&ecirc;u cầu kinh nghiệm</p>
"
4116,Trọn gói: lên kế hoạch và hoạt động Marketing cho start-up ,"<p>B&aacute;o gi&aacute; y&ecirc;u cầu:</p>

<p>1. Thiết kế full bộ: logo + bộ định dạng thương hiệu v&agrave; merchandising.</p>

<p>2. Kế hoạch launching</p>

<p>3. Kế hoạch marketing 2 năm</p>

<p>4. Lộ tr&igrave;nh Mkt offline v&agrave; SEO.</p>

<p>5. Chụp ảnh, viết b&agrave;i theo kế hoạch mkt.</p>
",3,1,2,"<p>C&oacute; kinh nghiệm trong tổ chức sự kiện v&agrave; chụp ảnh l&agrave; một lợi th&ecirc;</p>
"
4117,Tuyển thực tập sinh Marketing (Công ty có đào tạo),"<p>C&Ocirc;NG VIỆC:</p>

<p>X&acirc;y dựng, theo d&otilde;i, chăm s&oacute;c vận h&agrave;nh shop, cập nhật sản phẩm, SEO từ kho&aacute;, content tr&ecirc;n s&agrave;n thương mại điện tử Shopee, Lazada, Tiktok... Thực hiện c&aacute;c c&ocirc;ng cụ Marketing miễn ph&iacute; v&agrave; c&oacute; ph&iacute;, tham gia c&aacute;c chương tr&igrave;nh khuyến m&atilde;i, sale tr&ecirc;n s&agrave;n, chạy quảng c&aacute;o để t&igrave;m kiếm kh&aacute;ch h&agrave;ng, ph&aacute;t triển shop. Theo d&otilde;i, cập nhật hiệu quả của chiến dịch quảng c&aacute;o. X&acirc;y dựng, group, page... b&aacute;n h&agrave;ng v&agrave; chạy ads c&aacute;c nền tảng Facebook, Zalo, Instagram... Được hướng dẫn cụ thể để ho&agrave;n th&agrave;nh tốt c&ocirc;ng việc...</p>

<p>Ứng vi&ecirc;n để lại th&ocirc;ng tin sẽ được trao đổi chi tiết</p>
",3,2,1,"<p>- Kh&ocirc;ng y&ecirc;u cầu Kinh nghiệm. Nếu ứng vi&ecirc;n c&oacute; hiểu biết cơ bản về c&aacute;c c&ocirc;ng việc tr&ecirc;n l&agrave; một lợi thế.</p>

<p>- C&oacute; Laptop c&aacute; nh&acirc;n, L&agrave;m việc tối thiểu 6 buổi/tuần v&agrave; tối thiểu 2 th&aacute;ng (C&ocirc;ng ty hỗ trợ Sinh vi&ecirc;n cần đ&oacute;ng dấu mộc thực tập). Đặc biệt ưu ti&ecirc;n ứng vi&ecirc;n c&oacute; thể thực tập l&acirc;u v&agrave; nhiều buổi/tuần.</p>

<p>- Khả năng tự học tốt, tinh thần tốt, si&ecirc;ng năng chăm chỉ, chịu kh&oacute; học hỏi. C&oacute; tr&aacute;ch nhiệm với c&ocirc;ng việc v&agrave; đam m&ecirc; với c&ocirc;ng việc.</p>
"
