ID,Tên công việc,Mô tả,ID lĩnh vực,Loại công việc,Loại lương,Yêu cầu
4118,Xây dựng và chạy quảng cáo kênh Instagram bán hàng đồ công nghệ,"<p>B&ecirc;n m&igrave;nh cần x&acirc;y dựng, quản l&yacute; v&agrave; chạy quảng c&aacute;o cho k&ecirc;nh instagram</p>

<p>Mặt h&agrave;ng b&ecirc;n m&igrave;nh l&agrave; c&aacute;c sản phẩm c&ocirc;ng nghệ của Apple, samsung, dell .....</p>
",3,1,2,"<p>C&oacute; khả năng chỉnh sửa ảnh.</p>

<p>C&oacute; kinh nghiệm chạy quảng c&aacute;o k&ecirc;nh Instagram</p>
"
4119,TUYỂN FREELANCER LÊN KẾ HOẠCH VÀ THỰC HIỆN CHIẾN DỊCH MARKETING,"<p>M&igrave;nh đang t&igrave;m kiếm freelancer để l&ecirc;n kế hoạch v&agrave; thực hiện chiến dịch marketing để quảng b&aacute; h&igrave;nh ảnh, sản phẩm, dịch vụ, thương hiệu, tầm nh&igrave;n &amp; sứ mệnh của c&ocirc;ng ty</p>

<p>A) Nội dung c&ocirc;ng việc:</p>

<p>- Ph&acirc;n t&iacute;ch v&agrave; đề xuất chiến lược marketing ph&ugrave; hợp với sản phẩm v&agrave; thị trường.</p>

<p>- L&ecirc;n kế hoạch chi tiết cho chiến dịch marketing bao gồm: Thời gian, ng&acirc;n s&aacute;ch, c&aacute;c hoạt động cụ thể.</p>

<p>- Triển khai thực hiện chiến dịch marketing theo kế hoạch.</p>

<p>- B&aacute;o c&aacute;o v&agrave; đ&aacute;nh gi&aacute; hiệu quả chiến dịch.</p>

<p>- Ng&acirc;n s&aacute;ch dự kiến: 25 triệu đồng</p>

<p>B) Thời gian cho một planning: 1-3 th&aacute;ng</p>

<p>C) Thưởng th&ecirc;m: Nếu vượt chỉ ti&ecirc;u doanh số đề ra, sẽ c&oacute; thưởng th&ecirc;m tỷ lệ % doanh số vượt chỉ ti&ecirc;u.</p>
",3,1,2,"<p>- C&oacute; kinh nghiệm l&ecirc;n kế hoạch v&agrave; triển khai chiến dịch marketing &iacute;t nhất 1 năm.</p>

<p>- Am hiểu c&aacute;c k&ecirc;nh marketing online, mạng x&atilde; hội.</p>

<p>- Chủ động, s&aacute;ng tạo v&agrave; c&oacute; tinh thần tr&aacute;ch nhiệm cao.</p>
"
4120,Nhân viên Content Marketing Part-time,"<p>M&ocirc; tả c&ocirc;ng việc</p>

<p>- X&acirc;y dựng, quản l&yacute; nội dung (bao gồm viết nội dung, tr&igrave;nh b&agrave;y nội dung, &yacute; tưởng về h&igrave;nh ảnh) tr&ecirc;n Fanpage, Website.</p>

<p>- Phối hợp để l&ecirc;n &yacute; tưởng, kế hoạch nội dung, b&agrave;i đăng chi tiết cho social media (Facebook, Instagram, Tiktok&hellip;)</p>

<p>- Chịu tr&aacute;ch nhiệm sản xuất nội dung truyền th&ocirc;ng (Digital/Offline,&hellip;) như idea video / h&igrave;nh ảnh,&hellip;</p>

<p>- Triển khai c&aacute;c hoạt động marketing kh&aacute;c theo sự ph&acirc;n c&ocirc;ng của quản l&yacute;</p>

<p>- Tự sắp xếp, l&ecirc;n kế hoạch l&agrave;m việc v&agrave; b&aacute;o c&aacute;o tiến độ với quản l&yacute;</p>
",3,2,1,"<p>- Sinh vi&ecirc;n khoa Marketing, Truyền th&ocirc;ng, B&aacute;o ch&iacute; năm 3, 4 c&oacute; nhu cầu l&agrave;m việc part time hoặc đ&atilde; tốt nghiệp Cao đẳng, Đại học chuy&ecirc;n ng&agrave;nh li&ecirc;n quan</p>

<p>- C&oacute; kiến thức marketing căn bản v&agrave; ph&acirc;n t&iacute;ch thị trường</p>

<p>- C&oacute; kinh nghiệm ph&aacute;t triển cộng đồng tr&ecirc;n c&aacute;c trang mạng x&atilde; hội</p>

<p>- Am hiểu về c&aacute;c mạng x&atilde; hội &amp; thương mại điện tử</p>

<p>- C&oacute; khả năng viết tốt v&agrave; tư duy s&aacute;ng tạo</p>

<p>- Đọc v&agrave; hiểu được Tiếng anh căn bản</p>

<p>- Biết design/edit ảnh v&agrave; video căn bản</p>
"
4121,Cần tìm 1 bạn digital marketing freelance cho phòng hồi phục cơ bắp,"<p>Kajo Rehab - một team nhỏ, chuy&ecirc;n hỗ trợ phục hồi cơ bắp, xương khớp v&agrave; thần kinh cho người chơi thể thao v&agrave; vận động vi&ecirc;n vừa mới được th&agrave;nh lập, tại Phan X&iacute;ch Long Quận Ph&uacute; Nhuận HCM.</p>

<p>Về Branding &amp; Marketing: Bọn m&igrave;nh đ&atilde; đầu tư 1 bộ Brand Guidelines kh&aacute; &lsquo;unique&rsquo;, tự tin kh&aacute;c biệt ho&agrave;n to&agrave;n những đối thủ kh&aacute;c trong lĩnh vực n&agrave;y, đ&acirc;y l&agrave; 1 sự hỗ trợ rất lớn cho bất k&igrave; bạn Marketing n&agrave;o tham gia.</p>

<p>Về product: Những phương ph&aacute;p b&ecirc;n m&igrave;nh &aacute;p dụng để xử l&yacute; chấn thương, k&iacute;ch th&iacute;ch phục hồi l&agrave; cực k&igrave; mới ở Việt Nam, rất &iacute;t b&ecirc;n l&agrave;m. Nếu c&oacute; cơ hội l&agrave;m việc c&ugrave;ng nhau v&agrave; bạn ở HCM, m&igrave;nh c&oacute; thể show nhiều insights hơn về khoa học đằng sau v&agrave; điểm mạnh &amp; yếu của đối thủ.</p>

<p>Hiện tại quy m&ocirc; b&ecirc;n m&igrave;nh vẫn c&",3,1,2,"<p>2 năm kinh nghiệm trong lĩnh vực li&ecirc;n quan</p>
"
4122,Phụ trách nội dung trên các nền tảng social,"<p>Phụ tr&aacute;ch quản l&yacute; content tr&ecirc;n Facebook/Insta bao gồm c&aacute;c nội dung: Sales/Brand/Products/Trending (45-60 post/th&aacute;ng).</p>

<p>Kịch bản Tiktok 15-20/th&aacute;ng</p>

<p>C&aacute;c post sẽ chủ yếu d&ugrave;ng h&igrave;nh ảnh team media cung cấp. Nội dung sẽ ngắn gọn (3-5 c&acirc;u)</p>
",3,2,1,"<p>kh&ocirc;ng y&ecirc;u cầu kinh nghiệm</p>
"
4123,"Tư vấn, lập kế hoạch & triển khai marketing online cho sản phẩm Tranh trang trí","<p>Tư vấn, lập kế hoạch &amp; triển khai marketing online cho sản phẩm Tranh trang tr&iacute;.</p>

<p>M&igrave;nh l&agrave; chủ xưởng sản xuất tranh, sản phẩm đang được b&aacute;n tốt tr&ecirc;n c&aacute;c s&agrave;n thương mại điện tử.</p>

<p>M&igrave;nh muốn hợp t&aacute;c với một bạn c&oacute; kinh nghiệm về l&agrave;m marketing online để triển khai marketing tr&ecirc;n c&aacute;c k&ecirc;nh kh&aacute;c như: mạng x&atilde; hội, website, email,...</p>
",3,1,2,"<p>c&oacute; sử dụng c&aacute;c trang x&atilde; hội</p>
"
4124,Xây dựng trang fanpage cho nhãn hàng Quần áo Đường phố đang hoạt động tại Shopee ,"<p>Dự &aacute;n X&acirc;y dựng trang fanpage cho nh&atilde;n h&agrave;ng Quần &aacute;o Đường phố đang hoạt động tại Shopee.</p>

<p>---</p>

<p>Mục ti&ecirc;u:</p>

<p>- Mở tệp kh&aacute;ch h&agrave;ng tại Facebook</p>

<p>- Tăng nhận diện v&agrave; kết nối với kh&aacute;ch h&agrave;ng mục ti&ecirc;u tại Facebook</p>

<p>- Dẫn kh&aacute;ch từ Facebook về chốt tại Shopee</p>

<p>---</p>

<p>Dự &aacute;n đang n&oacute;i đến l&agrave; 1 nh&atilde;n h&agrave;ng thời trang đường phố unisex ph&acirc;n kh&uacute;c gi&aacute; 150-250k l&agrave; nh&atilde;n Việt đang b&aacute;n h&agrave;ng tại Shopee đ&atilde; hoạt động ổn định &gt;12 th&aacute;ng v&agrave; c&oacute; doanh số trung b&igrave;nh 1-2 tỉ/th&aacute;ng.</p>
",3,1,2,"<p>c&oacute; kỹ năng b&aacute;n h&agrave;ng</p>
"
4125,Xây dựng trang Instagram - Threads cho nhãn hàng Quần áo Đường phố đang hoạt động tại Shopee.,"<p>Dự &aacute;n X&acirc;y dựng trang Instagram - Threads cho nh&atilde;n h&agrave;ng Quần &aacute;o Đường phố đang hoạt động tại Shopee.</p>

<p>---</p>

<p>Mục ti&ecirc;u:</p>

<p>- Mở tệp kh&aacute;ch h&agrave;ng tại Instagram - Threads</p>

<p>- Tăng nhận diện v&agrave; kết nối với kh&aacute;ch h&agrave;ng mục ti&ecirc;u tại Instagram - Threads</p>

<p>- Dẫn kh&aacute;ch từ Instagram - Threads về chốt tại Shopee</p>

<p>---</p>

<p>Dự &aacute;n đang n&oacute;i đến l&agrave; 1 nh&atilde;n h&agrave;ng thời trang đường phố unisex ph&acirc;n kh&uacute;c gi&aacute; 150-250k l&agrave; nh&atilde;n Việt đang b&aacute;n h&agrave;ng tại Shopee đ&atilde; hoạt động ổn định &gt;12 th&aacute;ng v&agrave; c&oacute; doanh số trung b&igrave;nh 1-2 tỉ/th&aacute;ng.</p>
",3,1,2,"<p>c&oacute; kỹ năng b&aacute;n h&agrave;ng</p>
"
4126,Digital Marketing Specialist ,"<p>s&aacute;ng tạo nội dung</p>
",3,1,2,"<p>● Bằng cử nh&acirc;n chuy&ecirc;n ng&agrave;nh Marketing, Quản trị Kinh doanh hoặc lĩnh vực li&ecirc;n quan.</p>

<p>● Kinh nghiệm đ&atilde; chứng minh (3+ năm) l&agrave;m Chuy&ecirc;n Gia Quảng C&aacute;o Số hoặc vị tr&iacute; tương tự, với trọng t&acirc;m mạnh mẽ v&agrave;o th&uacute;c đẩy mua h&agrave;ng của kh&aacute;ch h&agrave;ng.</p>

<p>● Ứng vi&ecirc;n đ&atilde; từng triển khi quảng c&aacute;o số trong ng&agrave;nh c&aacute; cảnh v&agrave; đạt nhiều th&agrave;nh tự về doanh số l&agrave; một lợi thế.</p>

<p>● Kiến thức s&acirc;u rộng về c&aacute;c nền tảng quảng c&aacute;o số, c&aacute;c loại quảng c&aacute;o v&agrave; c&aacute;c phương ph&aacute;p tốt nhất.</p>

<p>● Kỹ năng ph&acirc;n t&iacute;ch mạnh mẽ v&agrave; kinh nghiệm với Google Analytics, Facebook Insights v&agrave; c&aacute;c c&ocirc;ng cụ đo lường tiếp thị kh&aacute;c.</p>

<p>● Kỹ năng giao tiếp v&agrave; tổ chức xuất sắc.</p>

<p>● Người s&aacute;ng tạo c&oacute; khả năng xử l&yacute; sự cố nhanh ch&oacute;ng v&agrave; hiệu quả.</p"
4127,TUYỂN DỤNG CONTENT MARKETING -LÀM ONLINE - FULLTIME,"<p>-Chịu tr&aacute;ch nhiệm hoạch định kế hoạch nội dung &amp; sản xuất nội dung chất lượng cao</p>

<p>-X&acirc;y dựng h&igrave;nh ảnh ph&aacute;t triển c&aacute;c k&ecirc;nh b&aacute;n h&agrave;ng cho c&ocirc;ng ty, trọng t&acirc;m l&agrave; Facebook v&agrave; Tiktok</p>

<p>Vai tr&ograve; nhiệm vụ:</p>

<p>- Lập kế hoạch tr&ecirc;n Facebook v&agrave; Tiktok</p>

<p>- L&agrave;m việc với Photographer &amp; Designer để sản xuất content mảng Mẹ &amp; b&eacute;</p>

<p>- T&igrave;m kiếm v&agrave; l&agrave;m việc với KOCs</p>

<p>- Quản l&yacute; &amp; b&aacute;o c&aacute;o hiệu quả content</p>
",3,2,1,"<p>- C&oacute; kiến thức cơ bản về Marketing, lập kế hoạch nội dung &amp; viết content social post</p>

<p>- Y&ecirc;u th&iacute;ch v&agrave; hứng th&uacute; với mảng Mẹ &amp; B&eacute;</p>

<p>QUYỀN LỢI</p>

<p>- L&agrave;m việc tại Nguy&ecirc;n Hồng, Đống Đa. C&oacute; thể l&agrave;m remote 2-3 ng&agrave;y trong tuần.</p>

<p>- Kh&ocirc;ng cần biết chụp ảnh, design, chỉ cần l&ecirc;n nội dung, &yacute; tưởng.</p>

<p>- C&aacute;c bạn sinh vi&ecirc;n c&oacute; kinh nghiệm tương tự c&oacute; thể apply</p>
"
4128,Quảng cáo cho facebook cho quán cafe kèm quản lí đăng bài hằng ngày,"<p>Thực hiện c&aacute;c quảng c&aacute;o để l&agrave;m tăng follow v&agrave; view cho b&agrave;i viết, ngo&agrave;i ra thực hiện quản l&iacute; page, 1-2 ng&agrave;y &iacute;t nhất 1 b&agrave;i viết li&ecirc;n quan, c&oacute; t&aacute;c dụng tăng tương t&aacute;c. Trả lương theo kết quả thực tế. Thực tế ở đ&acirc;y l&agrave; follow, tương t&aacute;c, v&agrave; lượng kh&aacute;ch đến qu&aacute;n mỗi ng&agrave;y. Nếu c&oacute; thể l&agrave;m l&acirc;u d&agrave;i th&igrave; c&agrave;ng tốt. Trả lương theo kpi.</p>
",3,2,1,"<p>kh&ocirc;ng y&ecirc;u cầu</p>
"
4129,Maketing tìm kiếm khách hàng,"<p>Tạo v&agrave; quản l&yacute; trang fanpage. L&ecirc;n &yacute; tưởng viết nội dung t&igrave;m kiếm kh&aacute;ch h&agrave;ng c&oacute; nhu cầu học ti&ecirc;ng anh. ( focus v&agrave;o đối tượng t&agrave;i xế) đăng b&agrave;i l&ecirc;n hội nh&oacute;m l&aacute;i xe tư vấn v&agrave; chốt lịch.</p>
",3,2,1,"<p>kh&ocirc;ng y&ecirc;u cầu</p>
"
4130,Mình cần 1 bạn Digital marketing phụ trách đa kênh cho công ty,"<p>Ch&agrave;o c&aacute;c bạn,</p>

<p>M&igrave;nh cần 1 bạn Remote fulltime phụ tr&aacute;ch:</p>

<p>1. L&agrave;m video review sản phẩm, video li&ecirc;n quan đến c&aacute;c sản phẩm Up tiktok, reel v&agrave; Youtube</p>

<p>2. Triển khai Quảng c&aacute;o FB ads, google ads v&agrave; Email marketing.</p>

<p>Bạn n&agrave;o l&agrave;m được ib gi&uacute;p nh&eacute; ạ.</p>

<p>Sản phẩm c&ocirc;ng ty l&agrave; Qu&agrave; Tặng Doanh Nghiệp.</p>

<p>Xin cảm ơn.</p>
",3,2,1,"<p>kh&ocirc;ng y&ecirc;u cầu</p>
"
4131,Quản lý và phát triển Youtube,"<p>quản l&yacute; k&ecirc;nh youtube</p>
",3,2,1,"<p>- C&oacute; tr&aacute;ch nhiệm trong c&ocirc;ng việc</p>

<p>- C&oacute; kinh nghiệm l&agrave; một lợi thế.</p>

<p>- C&oacute; khả năng l&agrave;m việc nh&oacute;m.</p>
"
4132,Cần tìm 1 bạn xây kênh tiktok về mảng FNB (nhà hàng),"<p>Tuyển Freelancer X&acirc;y Dựng K&ecirc;nh TikTok Về Booking Nh&agrave; H&agrave;ng GlobalX</p>

<p>M&ocirc; tả c&ocirc;ng việc:</p>

<p>X&acirc;y dựng v&agrave; ph&aacute;t triển k&ecirc;nh TikTok chuy&ecirc;n về đặt chỗ nh&agrave; h&agrave;ng cho hệ thống GlobalX. (lalaland, yoyo, phuc gia, chillhouse..)</p>

<p>Chủ động t&igrave;m kiếm v&agrave; tạo dựng c&aacute;c video li&ecirc;n quan đến nh&agrave; h&agrave;ng, ẩm thực v&agrave; trải nghiệm ăn uống. (sẽ được cung cấp th&ecirc;m nhiều media...</p>

<p>Chỉnh sửa video để đảm bảo ph&ugrave; hợp với quy định v&agrave; ti&ecirc;u chuẩn của TikTok.</p>

<p>Li&ecirc;n tục cập nhật v&agrave; đăng tải c&aacute;c video mới, theo kịp c&aacute;c xu hướng nổi bật tr&ecirc;n TikTok.</p>

<p>Quản l&yacute; v&agrave; theo d&otilde;i k&ecirc;nh thường xuy&ecirc;n, đảm bảo k&ecirc;nh đạt được 200,000 lượt đăng k&yacute;.</p>

<p>Tương t&aacute;c v&agrave; trả lời comment của người theo d&otilde;i để duy tr&igrave; sự kết nối v&agrave; tăng cường tương t&aacute;c.</p>",3,1,2,"<p>C&oacute; kinh nghiệm x&acirc;y dựng v&agrave; quản l&yacute; k&ecirc;nh TikTok.</p>

<p>S&aacute;ng tạo, nhanh nhạy trong việc nắm bắt v&agrave; &aacute;p dụng c&aacute;c xu hướng mới.</p>

<p>Kỹ năng quay, dựng v&agrave; chỉnh sửa video chuy&ecirc;n nghiệp.</p>

<p>C&oacute; hiểu biết về lĩnh vực nh&agrave; h&agrave;ng, ẩm thực l&agrave; một lợi thế.</p>

<p>Tinh thần l&agrave;m việc tự gi&aacute;c, chủ động v&agrave; c&oacute; tr&aacute;ch nhiệm cao.</p>

<p>Khả năng l&agrave;m việc online, linh hoạt về thời gian.</p>
"
4133,Marketing Coordinator (mạnh Design) ,"<p>C&ocirc;ng ty Luật ở Quận Ph&uacute; Nhuận cần 02 bạn Junior Marketing Full Time</p>
",3,2,1,"<p>- Tiếng Anh tốt (đọc viết tốt, nghe n&oacute;i kh&aacute;)</p>

<p>- C&oacute; từ 6 th&aacute;ng kinh nghiệm về content marketing, Design; biết Edit, quay dựng Video l&agrave; lợi thế</p>

<p>- Sử dụng th&agrave;nh thạo c&aacute;c c&ocirc;ng cụ Adobe Photoshop, WordPress;</p>

<p>- C&oacute; kinh nghiệm về quản l&yacute; page, đặc biệt l&agrave; LinkedIN l&agrave; lợi thế</p>

<p>- Hiểu biết về c&aacute;c tools marketing</p>
"
4134,Tìm Planner làm Proposal cho chiến dịch,"<p>- C&ugrave;ng team brainstorm idea v&agrave; kế hoạch cho dự &aacute;n triển khai</p>

<p>- Research insight TA v&agrave; thị trường mục ti&ecirc;u của dự &aacute;n</p>

<p>- C&oacute; khả năng l&ecirc;n c&aacute;c content pillar, angle, tatics v&agrave; demo post</p>

<p>- C&oacute; kinh nghiệm l&agrave;m proposal cho Agency v&agrave; c&aacute;c dự &aacute;n li&ecirc;n quan đến ng&agrave;nh T&agrave;i ch&iacute;nh - Ng&acirc;n h&agrave;ng (nếu c&oacute;)</p>

<p>- Gửi k&egrave;m portfolio hoặc c&aacute;c dự &aacute;n đ&atilde; l&agrave;m (c&oacute; thể ẩn t&ecirc;n thương hiệu) khi nhận dự &aacute;n</p>
",3,1,1,"<p>c&oacute; khả năng lập dự &aacute;n kế hoặch&nbsp;</p>
"
4135,Tuyển freelancer Nghiên cứu thị trường,"<p>Ch&agrave;o c&aacute;c bạn freelancer</p>

<p>B&ecirc;n m&igrave;nh đang cần t&igrave;m 1 số bạn freelancer cho c&ocirc;ng t&aacute;c nghi&ecirc;n cứu thị trường, nội dung c&ocirc;ng việc cụ thể như sau:</p>

<p>1. H&igrave;nh thức tuyển dụng: Freelancer.</p>

<p>2. Thời gian l&agrave;m việc: 2 tuần ~ 1 th&aacute;ng.</p>

<p>3. Nội dung c&ocirc;ng việc</p>

<p>・Research quy m&ocirc; thị trường SaaS</p>

<p>・Research quy m&ocirc; thị trường v&agrave; tiềm năng tăng trưởng trong lĩnh vực HR</p>

<p>・Research c&aacute;c dịch vụ cạnh tranh của HR system (điểm mạnh, cơ cấu menu, gi&aacute; cả của từng c&ocirc;ng ty...)</p>

<p>・Research nhu cầu của kh&aacute;ch h&agrave;ng về HR theo ng&agrave;nh nghề</p>

<p>・B&aacute;o c&aacute;o t&oacute;m tắt kết quả Research</p>
",3,1,2,"<p>・C&oacute; kinh nghiệm về B2C Marketing</p>

<p>・C&oacute; kinh nghiệm l&agrave;m việc li&ecirc;n quan đến nghi&ecirc;n cứu B2C Marketing v&agrave; ph&acirc;n t&iacute;ch dữ liệu</p>

<p>・C&oacute; tư duy logic v&agrave; khả năng tư duy ph&acirc;n t&iacute;ch số liệu</p>

<p>・C&oacute; khả năng t&oacute;m tắt v&agrave; b&aacute;o c&aacute;o những nội dung quan trọng một c&aacute;ch khoa học.</p>
"
4136,Tuyển công tác cho cho chương trình marketing online ,"<p>T&igrave;m c&ocirc;ng t&aacute;c vi&ecirc;n để chạy chương tr&igrave;nh marketing online, x&acirc;y dựng k&ecirc;nh youtube, tiktok, fanpage...Sản phẩm: dịch vụ cố vấn ph&aacute;t triển nghề nghiệp.</p>
",3,2,1,"<p>kh&ocirc;ng y&ecirc;u cầu kinh nghiệm</p>
"
4137,Quảng cáo Tiktok cho xưởng bán lẻ,"<p>&nbsp;</p>

<p>M&igrave;nh cần một b&ecirc;n c&oacute; sẵn t&agrave;i nguy&ecirc;n để chạy quảng c&aacute;o Tiktok cho xưởng may quần &aacute;o.</p>
",3,1,2,"<p>kh&ocirc;ng y&ecirc;u cầu kinh nghiệm</p>
"
4138,CẦN TUYỂN ĐỐI TÁC CHẠY DIGITAL MARKETING,"<p>&nbsp;</p>

<p>Trường quốc tế cần tuyển 1 nh&acirc;n sự chạy digital marketing. Căn bản l&agrave; tr&ecirc;n nền tảng FB. Ngo&agrave;i ra c&oacute; thể chạy th&ecirc;m tr&ecirc;n Google v&agrave; c&aacute;c nền tảng kh&aacute;c.</p>

<p>L&agrave;m online, đ&aacute;nh gi&aacute; năng lực dựa tr&ecirc;n kết quả. Khối lượng tương đương với 1 c&ocirc;ng việc b&aacute;n thời gian.</p>
",3,1,2,"<p>kh&ocirc;ng y&ecirc;u cầu kinh nghiệm</p>
"
4139,"Tư vấn, lập kế hoạch & triển khai marketing online cho sản phẩm Tranh trang trí","<p>&nbsp;</p>

<p>Tư vấn, lập kế hoạch &amp; triển khai marketing online cho sản phẩm Tranh trang tr&iacute;.</p>

<p>M&igrave;nh l&agrave; chủ xưởng sản xuất tranh, sản phẩm đang được b&aacute;n tốt tr&ecirc;n c&aacute;c s&agrave;n thương mại điện tử.</p>
",3,1,2,"<p>M&igrave;nh muốn hợp t&aacute;c với một bạn c&oacute; kinh nghiệm về l&agrave;m marketing online để triển khai marketing tr&ecirc;n c&aacute;c k&ecirc;nh kh&aacute;c như: mạng x&atilde; hội, website, email,...</p>
"
4141,Dự án demo 5,"<p>M&ocirc; tả</p>
",2,1,2,
4142,Dự án demo 6,"<p>M&ocirc; tả</p>
",2,1,2,
4143,Dự án demo 7,"<p>m&ocirc; tả</p>
",1031,1,2,
